"사용일자","노선명","역명","승차총승객수","하차총승객수","등록일자"
"20260814","9호선","국회의사당","21853","21541","20260817",""
"20260814","9호선","여의도","36817","34221","20260817",""
"20260814","9호선","샛강","7671","7505","20260817",""
"20260814","9호선","노량진","29813","28664","20260817",""
"20260814","9호선","노들","5366","4337","20260817",""
"20260814","9호선","흑석(중앙대입구)","9611","9668","20260817",""
"20260814","9호선","동작(현충원)","1999","1641","20260817",""
"20260814","9호선","구반포","3432","3051","20260817",""
"20260814","9호선","신반포","4948","4845","20260817",""
"20260814","9호선","고속터미널","18440","28309","20260817",""
"20260814","9호선","사평","4625","4432","20260817",""
"20260814","9호선","신논현","36734","38799","20260817",""
"20260814","9호선2~3단계","언주","13459","13322","20260817",""
"20260814","9호선2~3단계","선정릉","12084","12777","20260817",""
"20260814","9호선2~3단계","삼성중앙","9166","9107","20260817",""
"20260814","9호선2~3단계","봉은사","27561","29280","20260817",""
"20260814","9호선2~3단계","종합운동장","5930","5975","20260817",""
"20260814","9호선2~3단계","삼전","9365","8687","20260817",""
"20260814","9호선2~3단계","석촌고분","8452","8269","20260817",""
"20260814","9호선2~3단계","석촌","11042","10145","20260817",""
"20260814","9호선2~3단계","송파나루","6757","7402","20260817",""
"20260814","9호선2~3단계","한성백제","4028","3565","20260817",""
"20260814","9호선2~3단계","올림픽공원(한국체대)","15115","14669","20260817",""
"20260814","9호선2~3단계","둔촌오륜","5057","4905","20260817",""
"20260814","9호선2~3단계","중앙보훈병원","14610","12468","20260817",""
"20260814","경강선","판교","6861","6913","20260817",""
"20260814","경강선","이매","1078","1029","20260817",""
"20260814","경강선","삼동","2413","2279","20260817",""
"20260814","경강선","경기광주","9358","8667","20260817",""
"20260814","경강선","초월","4148","3861","20260817",""
"20260814","경강선","곤지암","2430","2282","20260817",""
"20260814","경강선","신둔도예촌","1646","1540","20260817",""
"20260814","경강선","이천","3496","3783","20260817",""
"20260814","경강선","부발","2834","2448","20260817",""
"20260814","경강선","세종대왕릉","409","428","20260817",""
"20260814","경강선","여주","3162","3397","20260817",""
"20260814","경강선","성남","1619","1458","20260817",""
"20260814","경부선","서울역","12875","5204","20260817",""
"20260814","경부선","남영","9439","9779","20260817",""
"20260814","경부선","용산","58478","62191","20260817",""
"20260814","경부선","노량진","9190","9086","20260817",""
"20260814","경부선","대방","10698","10853","20260817",""
"20260814","경부선","영등포","47949","49732","20260817",""
"20260814","경부선","신도림","4091","4430","20260817",""
"20260814","경부선","신길","8992","7765","20260817",""
"20260814","경부선","구로","17745","17956","20260817",""
"20260814","경부선","가산디지털단지","17923","20098","20260817",""
"20260814","경부선","금천구청","10907","11221","20260817",""
"20260814","경부선","석수","8392","7625","20260817",""
"20260814","경부선","관악","7343","7143","20260817",""
"20260814","경부선","안양","22776","22653","20260817",""
"20260814","경부선","명학","8701","8399","20260817",""
"20260814","경부선","금정","30583","31049","20260817",""
"20260814","경부선","군포","7174","6935","20260817",""
"20260814","경부선","의왕","9866","9625","20260817",""
"20260814","경부선","성균관대","15733","14995","20260817",""
"20260814","경부선","화서","11669","11498","20260817",""
"20260814","경부선","수원","42217","46515","20260817",""
"20260814","경부선","독산","17604","17378","20260817",""
"20260814","경부선","세류","3922","3710","20260817",""
"20260814","경부선","병점","16362","16019","20260817",""
"20260814","경부선","세마","3812","3547","20260817",""
"20260814","경부선","오산대","3974","3703","20260817",""
"20260814","경부선","오산","11650","11408","20260817",""
"20260814","경부선","진위","1890","1634","20260817",""
"20260814","경부선","송탄","5358","4837","20260817",""
"20260814","경부선","서정리","10877","8953","20260817",""
"20260814","경부선","평택지제","5662","5230","20260817",""
"20260814","경부선","평택","14715","14372","20260817",""
"20260814","경부선","성환","4463","4172","20260817",""
"20260814","경부선","직산","1210","1136","20260817",""
"20260814","경부선","두정","8179","8405","20260817",""
"20260814","경부선","천안","6921","7585","20260817",""
"20260814","경부선","당정","6292","5981","20260817",""
"20260814","경부선","서동탄","1557","1328","20260817",""
"20260814","경부선","광명","4150","3870","20260817",""
"20260814","경원선","이촌(국립중앙박물관)","4019","3165","20260817",""
"20260814","경원선","서빙고","2214","2046","20260817",""
"20260814","경원선","한남","3832","3919","20260817",""
"20260814","경원선","옥수","50","37","20260817",""
"20260814","경원선","응봉","1877","1425","20260817",""
"20260814","경원선","왕십리(성동구청)","19304","19770","20260817",""
"20260814","경원선","청량리(서울시립대입구)","19850","21211","20260817",""
"20260814","경원선","외대앞","12505","11946","20260817",""
"20260814","경원선","신이문","9299","8469","20260817",""
"20260814","경원선","석계","9872","10669","20260817",""
"20260814","경원선","광운대","8531","7880","20260817",""
"20260814","경원선","월계","6631","6163","20260817",""
"20260814","경원선","녹천","4731","3811","20260817",""
"20260814","경원선","창동","4224","4444","20260817",""
"20260814","경원선","방학","10916","10721","20260817",""
"20260814","경원선","도봉","6453","6097","20260817",""
"20260814","경원선","도봉산","7528","4812","20260817",""
"20260814","경원선","망월사","7877","7937","20260817",""
"20260814","경원선","회룡","14068","13726","20260817",""
"20260814","경원선","의정부","20330","20835","20260817",""
"20260814","경원선","가능","6867","6475","20260817",""
"20260814","경원선","녹양","4611","4430","20260817",""
"20260814","경원선","양주","7235","6923","20260817",""
"20260814","경원선","덕계","7000","6735","20260817",""
"20260815","3호선","종로3가","8568","11337","20260818",""
"20260815","중앙선","양정","461","398","20260818",""
"20260815","중앙선","지평","74","54","20260818",""
"20260815","중앙선","용문","4018","4445","20260818",""
"20260815","중앙선","원덕","348","378","20260818",""
"20260815","중앙선","양평","2894","3265","20260818",""
"20260815","중앙선","오빈","300","319","20260818",""
"20260815","중앙선","아신","538","637","20260818",""
"20260815","중앙선","국수","569","549","20260818",""
"20260815","중앙선","신원","179","177","20260818",""
"20260815","중앙선","양수","2102","2163","20260818",""
"20260815","중앙선","운길산","756","817","20260818",""
"20260815","중앙선","팔당","1079","1164","20260818",""
"20260815","중앙선","덕소","4315","4394","20260818",""
"20260815","중앙선","도심","2049","1641","20260818",""
"20260815","경춘선","갈매","1628","1399","20260818",""
"20260815","안산선","신길온천","1734","1626","20260818",""
"20260815","안산선","정왕","7314","7462","20260818",""
"20260815","안산선","오이도","6960","7533","20260818",""
"20260815","안산선","수리산","2659","2302","20260818",""
"20260815","우이신설선","북한산우이","3558","3993","20260818",""
"20260815","우이신설선","솔밭공원","1877","1742","20260818",""
"20260815","우이신설선","4.19민주묘지","2538","2303","20260818",""
"20260815","우이신설선","가오리","3125","2817","20260818",""
"20260815","우이신설선","화계","2647","2414","20260818",""
"20260815","우이신설선","삼양","1697","1837","20260818",""
"20260815","우이신설선","삼양사거리","2115","2012","20260818",""
"20260815","우이신설선","솔샘","3706","3265","20260818",""
"20260815","우이신설선","북한산보국문","4581","3812","20260818",""
"20260815","우이신설선","정릉","3404","2824","20260818",""
"20260815","우이신설선","성신여대입구(돈암)","2902","3248","20260818",""
"20260815","우이신설선","보문","1321","1325","20260818",""
"20260815","우이신설선","신설동","1644","1488","20260818",""
"20260815","일산선","원흥","6998","6698","20260818",""
"20260815","일산선","삼송","13906","13322","20260818",""
"20260815","일산선","원당","8105","7743","20260818",""
"20260815","일산선","화정","12393","12695","20260818",""
"20260815","일산선","대곡","9586","9448","20260818",""
"20260815","일산선","백석","7198","7368","20260818",""
"20260815","일산선","마두","4497","4496","20260818",""
"20260815","일산선","정발산","5154","5279","20260818",""
"20260815","일산선","주엽","5968","5715","20260818",""
"20260815","일산선","대화","7879","6885","20260818",""
"20260815","장항선","봉명","683","660","20260818",""
"20260815","장항선","쌍용(나사렛대)","1762","1683","20260818",""
"20260815","장항선","아산","3362","3284","20260818",""
"20260815","장항선","탕정","1632","1459","20260818",""
"20260815","장항선","배방","1191","1155","20260818",""
"20260815","장항선","온양온천","4506","4726","20260818",""
"20260815","장항선","신창(순천향대)","1060","991","20260818",""
"20260815","중앙선","회기","19077","16503","20260818",""
"20260815","중앙선","중랑","4529","4154","20260818",""
"20260815","중앙선","상봉","4965","4833","20260818",""
"20260815","중앙선","망우","6526","6125","20260818",""
"20260815","중앙선","양원","1852","1766","20260818",""
"20260815","중앙선","구리","5570","6182","20260818",""
"20260815","중앙선","도농","6428","6017","20260818",""
"20260815","1호선","서울역","74488","73591","20260818",""
"20260815","1호선","시청","28354","28624","20260818",""
"20260815","1호선","종각","26613","26333","20260818",""
"20260815","1호선","종로3가","24527","22705","20260818",""
"20260815","1호선","종로5가","21025","20171","20260818",""
"20260815","1호선","동대문","14162","14388","20260818",""
"20260815","1호선","신설동","10315","9354","20260818",""
"20260815","1호선","제기동","13548","14037","20260818",""
"20260815","1호선","청량리(서울시립대입구)","20902","21612","20260818",""
"20260815","1호선","동묘앞","13118","14591","20260818",""
"20260815","2호선","시청","18855","13824","20260818",""
"20260815","2호선","을지로입구","40070","38950","20260818",""
"20260815","2호선","을지로3가","15595","15826","20260818",""
"20260815","2호선","을지로4가","10920","10429","20260818",""
"20260815","2호선","동대문역사문화공원(DDP)","17332","20807","20260818",""
"20260815","2호선","신당","11630","12521","20260818",""
"20260815","2호선","상왕십리","9460","8677","20260818",""
"20260815","2호선","왕십리(성동구청)","11830","11171","20260818",""
"20260815","2호선","한양대","3690","3649","20260818",""
"20260815","2호선","뚝섬","15539","15616","20260818",""
"20260815","2호선","성수","52432","56197","20260818",""
"20260815","2호선","건대입구","33275","35090","20260818",""
"20260815","2호선","구의(광진구청)","19724","18606","20260818",""
"20260815","2호선","강변(동서울터미널)","24584","26582","20260818",""
"20260815","2호선","잠실나루","7904","7752","20260818",""
"20260815","2호선","잠실(송파구청)","76180","73715","20260818",""
"20260815","2호선","잠실새내","16916","17539","20260818",""
"20260815","2호선","종합운동장","16041","17266","20260818",""
"20260815","2호선","삼성(무역센터)","35311","31804","20260818",""
"20260815","2호선","선릉","23015","19834","20260818",""
"20260815","2호선","역삼","15517","16780","20260818",""
"20260815","2호선","강남","46216","45900","20260818",""
"20260815","2호선","교대(법원.검찰청)","12145","15592","20260818",""
"20260815","2호선","서초","10491","8789","20260818",""
"20260815","2호선","방배","7826","7727","20260818",""
"20260815","2호선","사당","31675","35118","20260818",""
"20260815","2호선","낙성대(강감찬)","19583","17286","20260818",""
"20260815","2호선","서울대입구(관악구청)","32382","29602","20260818",""
"20260815","2호선","봉천","16725","14795","20260818",""
"20260815","2호선","신림","42550","39771","20260818",""
"20260815","2호선","신대방","18505","16756","20260818",""
"20260815","2호선","구로디지털단지","33120","31601","20260818",""
"20260815","2호선","대림(구로구청)","17372","18258","20260818",""
"20260815","2호선","신도림","35288","34138","20260818",""
"20260815","2호선","문래","12995","13914","20260818",""
"20260815","2호선","영등포구청","12629","13106","20260818",""
"20260815","2호선","당산","11219","11901","20260818",""
"20260815","2호선","합정","27358","31332","20260818",""
"20260815","2호선","홍대입구","83183","92947","20260818",""
"20260815","2호선","신촌","30934","31351","20260818",""
"20260815","2호선","이대","11420","11725","20260818",""
"20260815","2호선","아현","7431","6656","20260818",""
"20260815","2호선","충정로(경기대입구)","5705","5944","20260818",""
"20260815","2호선","용답","2167","1962","20260818",""
"20260815","2호선","신답","1072","1083","20260818",""
"20260815","2호선","신설동","3573","3369","20260818",""
"20260815","2호선","도림천","1508","1860","20260818",""
"20260815","2호선","양천구청","3881","3959","20260818",""
"20260815","2호선","신정네거리","6231","6087","20260818",""
"20260815","2호선","용두(동대문구청)","1465","1456","20260818",""
"20260815","3호선","지축","4866","4787","20260818",""
"20260815","3호선","구파발","17015","17259","20260818",""
"20260815","3호선","연신내","29197","27700","20260818",""
"20260815","3호선","불광","12473","13402","20260818",""
"20260815","3호선","녹번","9258","8427","20260818",""
"20260815","3호선","홍제","13395","12434","20260818",""
"20260815","3호선","무악재","2977","2887","20260818",""
"20260815","3호선","독립문","15120","15476","20260818",""
"20260815","3호선","경복궁(정부서울청사)","23597","24636","20260818",""
"20260815","3호선","안국","22451","23565","20260818",""
"20260815","3호선","을지로3가","8886","8474","20260818",""
"20260815","3호선","충무로","3","0","20260818",""
"20260815","3호선","동대입구","7787","8556","20260818",""
"20260815","3호선","약수","8527","7982","20260818",""
"20260815","3호선","금호","5412","4845","20260818",""
"20260815","3호선","옥수","6572","6474","20260818",""
"20260815","3호선","압구정","18432","19967","20260818",""
"20260815","3호선","신사","15003","15930","20260818",""
"20260815","3호선","잠원","4424","4092","20260818",""
"20260815","3호선","고속터미널","55614","60220","20260818",""
"20260815","3호선","교대(법원.검찰청)","7529","3658","20260818",""
"20260815","3호선","남부터미널(예술의전당)","22650","23294","20260818",""
"20260815","3호선","양재(서초구청)","16462","17175","20260818",""
"20260815","3호선","매봉","5601","5509","20260818",""
"20260815","3호선","도곡","2880","2637","20260818",""
"20260815","3호선","대치","10476","8626","20260818",""
"20260815","3호선","학여울","3264","3350","20260818",""
"20260815","3호선","대청","5695","5342","20260818",""
"20260815","3호선","일원","4898","4755","20260818",""
"20260815","3호선","수서","13087","13271","20260818",""
"20260815","3호선","가락시장","5568","5190","20260818",""
"20260815","3호선","경찰병원","3951","3825","20260818",""
"20260815","3호선","오금","3445","3351","20260818",""
"20260815","4호선","불암산","7250","6803","20260818",""
"20260815","4호선","상계","13749","12364","20260818",""
"20260815","4호선","노원","16751","18573","20260818",""
"20260815","4호선","창동","17997","18495","20260818",""
"20260815","4호선","쌍문","19901","17793","20260818",""
"20260815","4호선","수유(강북구청)","25873","24863","20260818",""
"20260815","4호선","미아(서울사이버대학)","11532","10623","20260818",""
"20260815","4호선","미아사거리","19209","18374","20260818",""
"20260815","4호선","길음","13847","13007","20260818",""
"20260815","4호선","성신여대입구(돈암)","17163","16484","20260818",""
"20260815","4호선","한성대입구(삼선교)","10205","9553","20260818",""
"20260815","4호선","혜화","34497","36320","20260818",""
"20260815","4호선","동대문","17110","16939","20260818",""
"20260815","4호선","동대문역사문화공원(DDP)","22961","19686","20260818",""
"20260815","4호선","충무로","18074","19198","20260818",""
"20260815","4호선","명동","39731","43795","20260818",""
"20260815","4호선","회현(남대문시장)","26511","27969","20260818",""
"20260815","4호선","서울역","8275","19416","20260818",""
"20260815","4호선","숙대입구(서울시교육청)","9892","9671","20260818",""
"20260815","4호선","삼각지(전쟁기념관)","5921","8157","20260818",""
"20260815","4호선","신용산","19425","22860","20260818",""
"20260815","4호선","이촌(국립중앙박물관)","16205","16407","20260818",""
"20260815","4호선","동작(현충원)","1664","1817","20260818",""
"20260815","4호선","총신대입구(이수)","13965","14436","20260818",""
"20260815","4호선","사당","20770","19050","20260818",""
"20260815","4호선","남태령","1170","734","20260818",""
"20260815","5호선","방화","4691","4354","20260818",""
"20260815","5호선","개화산","3672","3492","20260818",""
"20260815","5호선","김포공항","12673","8336","20260818",""
"20260815","5호선","송정","4493","4420","20260818",""
"20260815","5호선","마곡","9537","9296","20260818",""
"20260815","5호선","발산","12781","13689","20260818",""
"20260815","5호선","우장산","9411","9163","20260818",""
"20260815","5호선","화곡","18326","16719","20260818",""
"20260815","5호선","까치산","18984","17504","20260818",""
"20260815","5호선","신정(은행정)","8299","7092","20260818",""
"20260815","5호선","목동","9884","9824","20260818",""
"20260815","5호선","오목교(목동운동장앞)","15360","15594","20260818",""
"20260815","5호선","양평","4104","3734","20260818",""
"20260815","5호선","영등포구청","2546","2386","20260818",""
"20260815","5호선","영등포시장","7737","7315","20260818",""
"20260815","5호선","신길","3432","3248","20260818",""
"20260815","5호선","여의도","12349","13422","20260818",""
"20260815","5호선","여의나루","13034","15276","20260818",""
"20260815","5호선","마포","7689","7616","20260818",""
"20260815","5호선","공덕","7166","7112","20260818",""
"20260815","5호선","애오개","3630","3433","20260818",""
"20260815","5호선","충정로(경기대입구)","2114","1876","20260818",""
"20260815","5호선","서대문","8663","7635","20260818",""
"20260815","5호선","광화문(세종문화회관)","33623","31947","20260818",""
"20260815","5호선","종로3가","15687","16535","20260818",""
"20260815","5호선","을지로4가","4402","4509","20260818",""
"20260815","5호선","동대문역사문화공원(DDP)","1711","1975","20260818",""
"20260815","5호선","청구","2116","2217","20260818",""
"20260815","5호선","신금호","3566","3842","20260818",""
"20260815","5호선","행당","5317","4380","20260818",""
"20260815","5호선","왕십리(성동구청)","3383","4283","20260818",""
"20260815","5호선","마장","3972","3532","20260818",""
"20260815","5호선","답십리","9773","8481","20260818",""
"20260815","5호선","장한평","12164","11307","20260818",""
"20260815","5호선","군자(능동)","9111","10351","20260818",""
"20260815","5호선","아차산(어린이대공원후문)","11162","10680","20260818",""
"20260815","5호선","광나루(장신대)","7199","6834","20260818",""
"20260815","5호선","천호(풍납토성)","17745","16550","20260818",""
"20260815","5호선","강동","12113","11537","20260818",""
"20260815","5호선","길동","6388","6392","20260818",""
"20260815","5호선","굽은다리(강동구민회관앞)","8196","7747","20260818",""
"20260815","5호선","명일","5182","4982","20260818",""
"20260815","5호선","고덕","6032","5788","20260818",""
"20260815","5호선","상일동","8441","8039","20260818",""
"20260815","5호선","둔촌동","9027","8646","20260818",""
"20260815","5호선","올림픽공원(한국체대)","10125","11885","20260818",""
"20260815","5호선","방이","5621","5267","20260818",""
"20260815","5호선","오금","2021","1915","20260818",""
"20260815","5호선","개롱","3634","3849","20260818",""
"20260815","5호선","거여","6062","5696","20260818",""
"20260815","5호선","마천","4280","4101","20260818",""
"20260815","5호선","강일","3948","3552","20260818",""
"20260815","5호선","미사","13146","13179","20260818",""
"20260815","5호선","하남풍산","2947","2887","20260818",""
"20260815","5호선","하남시청(덕풍·신장)","6476","5878","20260818",""
"20260815","5호선","하남검단산","5884","5874","20260818",""
"20260815","6호선","응암","11948","11805","20260818",""
"20260815","6호선","역촌","2852","3127","20260818",""
"20260815","6호선","불광","4094","3626","20260818",""
"20260815","6호선","독바위","1813","1916","20260818",""
"20260815","6호선","연신내","2","0","20260818",""
"20260815","6호선","구산","5496","4089","20260818",""
"20260815","6호선","새절(신사)","8229","7649","20260818",""
"20260815","6호선","증산(명지대앞)","6558","6180","20260818",""
"20260815","6호선","디지털미디어시티","8001","7748","20260818",""
"20260815","6호선","월드컵경기장(성산)","12921","14182","20260818",""
"20260815","6호선","마포구청","9840","8503","20260818",""
"20260815","6호선","망원","15017","16695","20260818",""
"20260815","6호선","합정","12369","11649","20260818",""
"20260815","6호선","상수","9919","11126","20260818",""
"20260815","6호선","광흥창(서강)","5078","4535","20260818",""
"20260815","6호선","대흥(서강대앞)","5852","5831","20260818",""
"20260815","6호선","공덕","10457","10039","20260818",""
"20260815","6호선","효창공원앞","4873","4232","20260818",""
"20260815","6호선","삼각지(전쟁기념관)","7515","6363","20260818",""
"20260815","6호선","녹사평(용산구청)","5011","5496","20260818",""
"20260815","6호선","이태원","12069","16304","20260818",""
"20260815","6호선","한강진","7833","10239","20260818",""
"20260815","6호선","버티고개","1433","1421","20260818",""
"20260815","6호선","약수","2274","2458","20260818",""
"20260815","6호선","청구","2652","2174","20260818",""
"20260815","6호선","신당","7309","6686","20260818",""
"20260815","6호선","동묘앞","11269","11188","20260818",""
"20260815","6호선","창신","2086","1682","20260818",""
"20260815","6호선","보문","5276","4811","20260818",""
"20260815","6호선","안암(고대병원앞)","5704","5164","20260818",""
"20260815","6호선","고려대(종암)","5206","4872","20260818",""
"20260815","6호선","월곡(동덕여대)","6844","6381","20260818",""
"20260815","6호선","상월곡(한국과학기술연구원)","4071","3419","20260818",""
"20260815","6호선","돌곶이","7484","6659","20260818",""
"20260815","6호선","석계","6300","6435","20260818",""
"20260815","6호선","태릉입구","4317","4406","20260818",""
"20260815","6호선","화랑대(서울여대입구)","6362","5431","20260818",""
"20260815","6호선","봉화산(서울의료원)","4969","4781","20260818",""
"20260815","7호선","장암","1952","1478","20260818",""
"20260815","7호선","도봉산","5763","7929","20260818",""
"20260815","7호선","수락산","9716","9564","20260818",""
"20260815","7호선","마들","8816","8002","20260818",""
"20260815","7호선","노원","14787","15658","20260818",""
"20260815","7호선","중계","8602","7416","20260818",""
"20260815","7호선","하계","10897","9929","20260818",""
"20260815","7호선","공릉(서울과학기술대)","8313","7916","20260818",""
"20260815","7호선","태릉입구","6249","5722","20260818",""
"20260815","7호선","먹골","7311","6939","20260818",""
"20260815","7호선","중화","7220","6856","20260818",""
"20260815","7호선","상봉","13662","13281","20260818",""
"20260815","7호선","면목","9840","9073","20260818",""
"20260815","7호선","사가정","10901","10451","20260818",""
"20260815","7호선","용마산(용마폭포공원)","3928","3810","20260818",""
"20260815","7호선","중곡","6482","6065","20260818",""
"20260815","7호선","군자(능동)","11318","8435","20260818",""
"20260815","7호선","어린이대공원(세종대)","9446","8711","20260818",""
"20260815","7호선","건대입구","10599","10805","20260818",""
"20260815","7호선","자양(뚝섬한강공원)","11049","10301","20260818",""
"20260815","7호선","청담","8778","9449","20260818",""
"20260815","7호선","강남구청","7852","8781","20260818",""
"20260815","7호선","학동","7856","7979","20260818",""
"20260815","7호선","논현","8639","9492","20260818",""
"20260815","7호선","반포","4512","4263","20260818",""
"20260815","7호선","고속터미널","15149","12643","20260818",""
"20260815","7호선","내방","7351","7154","20260818",""
"20260815","7호선","이수","11356","11177","20260818",""
"20260815","7호선","남성","7022","6333","20260818",""
"20260815","7호선","숭실대입구(살피재)","7345","6786","20260818",""
"20260815","7호선","상도","7426","6433","20260818",""
"20260815","7호선","장승배기","6049","5540","20260818",""
"20260815","7호선","신대방삼거리","9944","8951","20260818",""
"20260815","7호선","보라매","4342","4085","20260818",""
"20260815","7호선","신풍","7402","6809","20260818",""
"20260815","7호선","대림(구로구청)","8449","8749","20260818",""
"20260815","7호선","남구로","7994","8288","20260818",""
"20260815","7호선","가산디지털단지","12732","11599","20260818",""
"20260815","7호선","철산","14293","14362","20260818",""
"20260815","7호선","광명사거리","16086","15892","20260818",""
"20260815","7호선","천왕","6726","6393","20260818",""
"20260815","7호선","온수(성공회대입구)","4763","4666","20260818",""
"20260815","8호선","암사역사공원","4186","3880","20260818",""
"20260815","8호선","암사","10931","9886","20260818",""
"20260815","8호선","천호(풍납토성)","13794","15892","20260818",""
"20260815","8호선","강동구청","6068","5887","20260818",""
"20260815","8호선","몽촌토성(평화의문)","6140","6387","20260818",""
"20260815","8호선","잠실(송파구청)","19004","21586","20260818",""
"20260815","8호선","석촌","6364","7773","20260818",""
"20260815","8호선","송파","6307","5938","20260818",""
"20260815","8호선","가락시장","5398","5485","20260818",""
"20260815","8호선","문정","8086","7878","20260818",""
"20260815","8호선","장지","11149","10470","20260818",""
"20260815","8호선","복정","5041","4292","20260818",""
"20260815","8호선","산성","4109","4328","20260818",""
"20260815","8호선","남한산성입구(성남법원.검찰청)","7547","6462","20260818",""
"20260815","8호선","단대오거리","7686","7101","20260818",""
"20260815","8호선","신흥","4363","4445","20260818",""
"20260815","8호선","수진","3999","3481","20260818",""
"20260815","8호선","모란","3764","3353","20260818",""
"20260815","8호선","남위례","4775","4696","20260818",""
"20260815","9호선","개화","1465","1268","20260818",""
"20260815","9호선","김포공항","5365","11502","20260818",""
"20260815","9호선","공항시장","1927","1968","20260818",""
"20260815","9호선","신방화","4497","4168","20260818",""
"20260815","9호선","마곡나루(서울식물원)","10164","9881","20260818",""
"20260815","9호선","양천향교","5526","5123","20260818",""
"20260815","9호선","가양","12872","12049","20260818",""
"20260815","9호선","증미","3424","3124","20260818",""
"20260815","9호선","등촌","7241","6860","20260818",""
"20260815","9호선","염창","11862","10525","20260818",""
"20260815","9호선","신목동","2426","2125","20260818",""
"20260815","9호선","선유도","3963","3513","20260818",""
"20260815","9호선","당산","12206","11010","20260818",""
"20260815","9호선","국회의사당","5036","4842","20260818",""
"20260815","9호선","여의도","14365","12998","20260818",""
"20260815","9호선","샛강","2806","2830","20260818",""
"20260815","9호선","노량진","22442","20992","20260818",""
"20260815","9호선","노들","3293","2702","20260818",""
"20260815","9호선","흑석(중앙대입구)","4954","4835","20260818",""
"20260815","9호선","동작(현충원)","1739","1617","20260818",""
"20260815","9호선","구반포","2216","2009","20260818",""
"20260815","9호선","신반포","2821","2694","20260818",""
"20260815","9호선","고속터미널","15669","25954","20260818",""
"20260815","9호선","사평","2469","2364","20260818",""
"20260815","9호선","신논현","22549","23366","20260818",""
"20260815","9호선2~3단계","언주","5324","5182","20260818",""
"20260815","9호선2~3단계","선정릉","5184","5662","20260818",""
"20260815","9호선2~3단계","삼성중앙","3302","3111","20260818",""
"20260815","9호선2~3단계","봉은사","19096","21414","20260818",""
"20260815","9호선2~3단계","종합운동장","3738","3598","20260818",""
"20260815","9호선2~3단계","삼전","5646","5090","20260818",""
"20260815","9호선2~3단계","석촌고분","5001","4767","20260818",""
"20260815","9호선2~3단계","석촌","7619","6628","20260818",""
"20260815","9호선2~3단계","송파나루","4557","5051","20260818",""
"20260815","9호선2~3단계","한성백제","2947","2135","20260818",""
"20260815","9호선2~3단계","올림픽공원(한국체대)","28418","26301","20260818",""
"20260815","9호선2~3단계","둔촌오륜","2624","2557","20260818",""
"20260815","9호선2~3단계","중앙보훈병원","6281","5678","20260818",""
"20260815","경강선","판교","3882","3712","20260818",""
"20260815","경강선","이매","761","591","20260818",""
"20260815","경강선","삼동","1421","1319","20260818",""
"20260815","경강선","경기광주","5671","5391","20260818",""
"20260815","경강선","초월","2591","2358","20260818",""
"20260815","경강선","곤지암","1955","1929","20260818",""
"20260815","경강선","신둔도예촌","1277","1258","20260818",""
"20260815","경강선","이천","3108","3191","20260818",""
"20260815","경강선","부발","2188","1969","20260818",""
"20260815","경강선","세종대왕릉","399","418","20260818",""
"20260815","경강선","여주","3076","3354","20260818",""
"20260815","경강선","성남","942","888","20260818",""
"20260815","경부선","서울역","11215","4364","20260818",""
"20260815","경부선","남영","5945","6385","20260818",""
"20260815","경부선","용산","59364","65916","20260818",""
"20260815","경부선","노량진","8745","8155","20260818",""
"20260815","경부선","대방","5927","6315","20260818",""
"20260815","경부선","영등포","44101","46111","20260818",""
"20260815","경부선","신도림","2738","3083","20260818",""
"20260815","경부선","신길","5542","4544","20260818",""
"20260815","경부선","구로","12003","12317","20260818",""
"20260815","경부선","가산디지털단지","5862","7187","20260818",""
"20260815","경부선","금천구청","6911","6697","20260818",""
"20260815","경부선","석수","5675","5202","20260818",""
"20260815","경부선","관악","5279","5118","20260818",""
"20260815","경부선","안양","16986","16501","20260818",""
"20260815","경부선","명학","4030","3779","20260818",""
"20260815","경부선","금정","19472","19193","20260818",""
"20260815","경부선","군포","3647","3400","20260818",""
"20260815","경부선","의왕","5500","5210","20260818",""
"20260815","경부선","성균관대","10825","10538","20260818",""
"20260815","경부선","화서","10779","10893","20260818",""
"20260815","경부선","수원","44982","50046","20260818",""
"20260815","경부선","독산","8724","8055","20260818",""
"20260815","경부선","세류","2879","2946","20260818",""
"20260815","경부선","병점","13220","13011","20260818",""
"20260815","경부선","세마","2804","2421","20260818",""
"20260815","경부선","오산대","3125","2749","20260818",""
"20260815","경부선","오산","10173","9799","20260818",""
"20260815","경부선","진위","1166","1057","20260818",""
"20260815","경부선","송탄","5176","4514","20260818",""
"20260815","경부선","서정리","8644","7192","20260818",""
"20260815","경부선","평택지제","4496","3906","20260818",""
"20260815","경부선","평택","15307","14836","20260818",""
"20260815","경부선","성환","3638","3324","20260818",""
"20260815","경부선","직산","856","839","20260818",""
"20260815","경부선","두정","7027","6762","20260818",""
"20260815","경부선","천안","7488","7994","20260818",""
"20260815","경부선","당정","3871","3558","20260818",""
"20260815","경부선","서동탄","948","964","20260818",""
"20260815","경부선","광명","2812","2645","20260818",""
"20260815","경원선","이촌(국립중앙박물관)","2591","2192","20260818",""
"20260815","경원선","서빙고","1488","1366","20260818",""
"20260815","경원선","한남","2031","1996","20260818",""
"20260815","경원선","옥수","45","44","20260818",""
"20260815","경원선","응봉","1328","1119","20260818",""
"20260815","경원선","왕십리(성동구청)","13894","14368","20260818",""
"20260815","경원선","청량리(서울시립대입구)","18477","20402","20260818",""
