"사용일자","노선명","역명","승차총승객수","하차총승객수","등록일자"
"20260807","경춘선","평내호평","6152","6087","20260810",""
"20260807","경춘선","천마산","1547","1381","20260810",""
"20260807","경춘선","마석","3904","3777","20260810",""
"20260807","경춘선","대성리","687","968","20260810",""
"20260807","경춘선","청평","1898","1968","20260810",""
"20260807","경춘선","상천","226","248","20260810",""
"20260807","경춘선","가평","2495","2671","20260810",""
"20260807","경춘선","굴봉산","180","120","20260810",""
"20260807","경춘선","백양리","149","153","20260810",""
"20260807","경춘선","강촌","456","389","20260810",""
"20260807","경춘선","김유정","397","438","20260810",""
"20260807","경춘선","남춘천","3572","3767","20260810",""
"20260807","경춘선","춘천","1760","1736","20260810",""
"20260807","공항철도 1호선","서울역","15514","14700","20260810",""
"20260807","공항철도 1호선","공덕","3606","4480","20260810",""
"20260807","공항철도 1호선","홍대입구","16966","16986","20260810",""
"20260807","공항철도 1호선","디지털미디어시티","15035","13921","20260810",""
"20260807","공항철도 1호선","마곡나루(서울식물원)","16584","15573","20260810",""
"20260807","공항철도 1호선","김포공항","9912","5615","20260810",""
"20260807","공항철도 1호선","계양","9603","9682","20260810",""
"20260807","공항철도 1호선","검암","6453","6158","20260810",""
"20260807","공항철도 1호선","청라국제도시","8227","7907","20260810",""
"20260807","공항철도 1호선","운서","11235","12319","20260810",""
"20260807","공항철도 1호선","공항화물청사","2083","2171","20260810",""
"20260807","공항철도 1호선","인천공항1터미널","16820","14836","20260810",""
"20260807","공항철도 1호선","인천공항2터미널","15092","11684","20260810",""
"20260807","공항철도 1호선","영종","4821","4781","20260810",""
"20260807","과천선","선바위","7761","6550","20260810",""
"20260807","과천선","경마공원","7901","7963","20260810",""
"20260807","과천선","대공원","2211","2257","20260810",""
"20260807","과천선","과천","5424","4990","20260810",""
"20260807","과천선","정부과천청사","14359","15089","20260810",""
"20260807","과천선","인덕원","26979","27452","20260810",""
"20260807","과천선","평촌","18308","17864","20260810",""
"20260807","과천선","범계","29742","30298","20260810",""
"20260807","분당선","선릉","14012","20893","20260810",""
"20260807","분당선","한티","18194","18984","20260810",""
"20260807","분당선","도곡","7757","7907","20260810",""
"20260807","분당선","구룡","2935","2941","20260810",""
"20260807","분당선","개포동","4196","4279","20260810",""
"20260807","분당선","대모산입구","5762","5612","20260810",""
"20260807","분당선","수서","18769","20091","20260810",""
"20260807","분당선","복정","5","0","20260810",""
"20260807","분당선","수원","8339","8233","20260810",""
"20260807","분당선","서울숲","13346","13450","20260810",""
"20260807","분당선","압구정로데오","20598","22977","20260810",""
"20260807","분당선","강남구청","10001","11693","20260810",""
"20260807","분당선","선정릉","7928","8106","20260810",""
"20260807","분당선","가천대","8130","8027","20260810",""
"20260807","분당선","태평","13489","12734","20260810",""
"20260807","분당선","모란","19977","20680","20260810",""
"20260807","분당선","야탑","25609","27458","20260810",""
"20260807","분당선","서현","25809","26434","20260810",""
"20260807","분당선","수내","12787","12756","20260810",""
"20260807","분당선","정자","20048","20562","20260810",""
"20260807","분당선","미금","15324","15673","20260810",""
"20260807","분당선","오리","11242","9751","20260810",""
"20260807","분당선","이매","5058","4902","20260810",""
"20260807","분당선","보정","2526","2172","20260810",""
"20260807","분당선","죽전","12551","14481","20260810",""
"20260807","분당선","구성","7715","7645","20260810",""
"20260807","분당선","신갈","5082","4982","20260810",""
"20260807","분당선","기흥","10862","9960","20260810",""
"20260807","분당선","상갈","5178","4848","20260810",""
"20260807","분당선","청명","4907","4634","20260810",""
"20260807","분당선","영통","9409","9128","20260810",""
"20260807","분당선","망포","15821","14880","20260810",""
"20260807","분당선","매탄권선","5334","5111","20260810",""
"20260807","분당선","수원시청","14621","16546","20260810",""
"20260807","분당선","매교","4770","4689","20260810",""
"20260807","서해선","김포공항","3387","4907","20260810",""
"20260807","서해선","원종","5209","5123","20260810",""
"20260807","서해선","부천종합운동장","3168","2684","20260810",""
"20260807","수인선","고색","5649","5222","20260810",""
"20260807","수인선","오목천","3800","3264","20260810",""
"20260807","수인선","어천","1450","1341","20260810",""
"20260807","수인선","야목","747","564","20260810",""
"20260807","수인선","사리","4714","4027","20260810",""
"20260807","수인선","달월","91","65","20260810",""
"20260807","수인선","월곶","2820","2568","20260810",""
"20260807","수인선","소래포구","4336","4045","20260810",""
"20260807","수인선","인천논현","5086","5393","20260810",""
"20260807","수인선","호구포","3978","4095","20260810",""
"20260807","수인선","남동인더스파크","2265","2476","20260810",""
"20260807","수인선","원인재","4044","4211","20260810",""
"20260807","수인선","연수","4423","4532","20260810",""
"20260807","수인선","송도","2244","2044","20260810",""
"20260807","수인선","인하대","6180","5677","20260810",""
"20260807","수인선","숭의","4294","3955","20260810",""
"20260807","수인선","신포","1502","1552","20260810",""
"20260807","수인선","인천","1311","1700","20260810",""
"20260807","신림선","샛강","3185","3669","20260810",""
"20260807","신림선","대방","3547","2722","20260810",""
"20260807","신림선","서울지방병무청","3419","3754","20260810",""
"20260807","신림선","보라매","4746","4289","20260810",""
"20260807","신림선","보라매공원","2584","2780","20260810",""
"20260807","신림선","보라매병원","9105","9325","20260810",""
"20260807","신림선","당곡","5268","5102","20260810",""
"20260807","신림선","신림","2669","3113","20260810",""
"20260807","신림선","서원","3980","3529","20260810",""
"20260807","신림선","서울대벤처타운","10012","9163","20260810",""
"20260807","신림선","관악산(서울대)","3264","2859","20260810",""
"20260807","안산선","산본","16722","18020","20260810",""
"20260807","안산선","대야미","4956","4236","20260810",""
"20260807","안산선","반월","4238","3967","20260810",""
"20260807","안산선","상록수","14160","14164","20260810",""
"20260807","안산선","한대앞","8733","8624","20260810",""
"20260808","4호선","혜화","33397","34890","20260811",""
"20260808","2호선","방배","9517","9596","20260811",""
"20260808","5호선","오금","2228","2094","20260811",""
"20260808","1호선","서울역","62999","61327","20260811",""
"20260808","1호선","시청","15795","16281","20260811",""
"20260808","1호선","종각","22690","22955","20260811",""
"20260808","1호선","종로3가","21465","20120","20260811",""
"20260808","1호선","종로5가","19069","18711","20260811",""
"20260808","1호선","동대문","12382","12085","20260811",""
"20260808","1호선","신설동","10402","9735","20260811",""
"20260808","1호선","제기동","12913","13243","20260811",""
"20260808","1호선","청량리(서울시립대입구)","21681","22053","20260811",""
"20260808","1호선","동묘앞","11035","11307","20260811",""
"20260808","2호선","시청","13600","11313","20260811",""
"20260808","2호선","을지로입구","36334","37614","20260811",""
"20260808","2호선","을지로3가","14454","15843","20260811",""
"20260808","2호선","을지로4가","10471","10233","20260811",""
"20260808","2호선","동대문역사문화공원(DDP)","15118","17401","20260811",""
"20260808","2호선","신당","12065","13068","20260811",""
"20260808","2호선","상왕십리","10265","9768","20260811",""
"20260808","2호선","왕십리(성동구청)","13343","12176","20260811",""
"20260808","2호선","한양대","4974","4996","20260811",""
"20260808","2호선","뚝섬","16353","16877","20260811",""
"20260808","2호선","성수","48392","51927","20260811",""
"20260808","2호선","건대입구","34373","37815","20260811",""
"20260808","2호선","구의(광진구청)","21164","20325","20260811",""
"20260808","2호선","강변(동서울터미널)","24954","23331","20260811",""
"20260808","2호선","잠실나루","8379","8137","20260811",""
"20260808","2호선","잠실(송파구청)","76922","75048","20260811",""
"20260808","2호선","잠실새내","19664","19753","20260811",""
"20260808","2호선","종합운동장","5917","6463","20260811",""
"20260808","2호선","삼성(무역센터)","39245","34917","20260811",""
"20260808","2호선","선릉","27903","24402","20260811",""
"20260808","2호선","역삼","18955","20561","20260811",""
"20260808","2호선","강남","59254","57540","20260811",""
"20260808","2호선","교대(법원.검찰청)","14915","18862","20260811",""
"20260808","2호선","서초","11922","10669","20260811",""
"20260808","2호선","사당","34921","37954","20260811",""
"20260808","2호선","낙성대(강감찬)","21656","19903","20260811",""
"20260808","2호선","서울대입구(관악구청)","36662","33991","20260811",""
"20260808","2호선","봉천","18015","16343","20260811",""
"20260808","2호선","신림","46657","44796","20260811",""
"20260808","2호선","신대방","19165","17613","20260811",""
"20260808","2호선","구로디지털단지","35211","34093","20260811",""
"20260808","2호선","대림(구로구청)","17711","18388","20260811",""
"20260808","2호선","신도림","40382","38788","20260811",""
"20260808","2호선","문래","13402","14657","20260811",""
"20260808","2호선","영등포구청","13833","14052","20260811",""
"20260808","2호선","당산","12104","12816","20260811",""
"20260808","2호선","합정","29268","33684","20260811",""
"20260808","2호선","홍대입구","83382","92512","20260811",""
"20260808","2호선","신촌","34513","34759","20260811",""
"20260808","2호선","이대","12528","12819","20260811",""
"20260808","2호선","아현","7851","7220","20260811",""
"20260808","2호선","충정로(경기대입구)","6025","6390","20260811",""
"20260808","2호선","용답","2102","1991","20260811",""
"20260808","2호선","신답","1019","1109","20260811",""
"20260808","2호선","신설동","3567","3436","20260811",""
"20260808","2호선","도림천","875","862","20260811",""
"20260808","2호선","양천구청","4172","4183","20260811",""
"20260808","2호선","신정네거리","6576","6362","20260811",""
"20260808","2호선","용두(동대문구청)","1545","1540","20260811",""
"20260808","3호선","지축","5036","4962","20260811",""
"20260808","3호선","구파발","17964","18436","20260811",""
"20260808","3호선","연신내","29339","27594","20260811",""
"20260808","3호선","불광","12971","14314","20260811",""
"20260808","3호선","녹번","9628","8621","20260811",""
"20260808","3호선","홍제","13411","12291","20260811",""
"20260808","3호선","무악재","2851","2776","20260811",""
"20260808","3호선","독립문","5977","5941","20260811",""
"20260808","3호선","경복궁(정부서울청사)","16092","16699","20260811",""
"20260808","3호선","안국","16731","17533","20260811",""
"20260808","3호선","종로3가","7614","9832","20260811",""
"20260808","3호선","을지로3가","7883","7844","20260811",""
"20260808","3호선","충무로","8","0","20260811",""
"20260808","3호선","동대입구","7691","8137","20260811",""
"20260808","3호선","약수","9129","8754","20260811",""
"20260808","3호선","금호","5699","5268","20260811",""
"20260808","3호선","옥수","6747","6834","20260811",""
"20260808","3호선","압구정","24061","25494","20260811",""
"20260808","3호선","신사","19165","20077","20260811",""
"20260808","3호선","잠원","4919","4743","20260811",""
"20260808","3호선","고속터미널","60374","56904","20260811",""
"20260808","3호선","교대(법원.검찰청)","9129","4648","20260811",""
"20260808","3호선","남부터미널(예술의전당)","22487","21647","20260811",""
"20260808","3호선","양재(서초구청)","19001","19963","20260811",""
"20260808","3호선","매봉","6593","6369","20260811",""
"20260808","3호선","도곡","3801","3559","20260811",""
"20260808","3호선","대치","11614","9871","20260811",""
"20260808","3호선","학여울","1715","1656","20260811",""
"20260808","3호선","대청","6093","5761","20260811",""
"20260808","3호선","일원","5440","5503","20260811",""
"20260808","3호선","수서","14280","13658","20260811",""
"20260808","3호선","가락시장","5957","5600","20260811",""
"20260808","3호선","경찰병원","4413","4341","20260811",""
"20260808","3호선","오금","3804","3732","20260811",""
"20260808","4호선","불암산","7861","7373","20260811",""
"20260808","4호선","상계","14197","13146","20260811",""
"20260808","4호선","노원","17881","19990","20260811",""
"20260808","4호선","창동","18978","19928","20260811",""
"20260808","4호선","쌍문","21359","19271","20260811",""
"20260808","4호선","수유(강북구청)","27440","26669","20260811",""
"20260808","4호선","미아(서울사이버대학)","11914","11076","20260811",""
"20260808","4호선","미아사거리","20812","20077","20260811",""
"20260808","4호선","길음","14489","13344","20260811",""
"20260808","4호선","성신여대입구(돈암)","18488","17701","20260811",""
"20260808","4호선","한성대입구(삼선교)","10467","10108","20260811",""
"20260808","4호선","동대문","15771","16153","20260811",""
"20260808","4호선","동대문역사문화공원(DDP)","19441","16798","20260811",""
"20260808","4호선","충무로","18497","19471","20260811",""
"20260808","4호선","명동","34828","37889","20260811",""
"20260808","4호선","회현(남대문시장)","18758","19595","20260811",""
"20260808","4호선","서울역","7671","17532","20260811",""
"20260808","4호선","숙대입구(갈월)","10964","11262","20260811",""
"20260808","4호선","삼각지(전쟁기념관)","6256","8509","20260811",""
"20260808","4호선","신용산","20407","23486","20260811",""
"20260808","4호선","이촌(국립중앙박물관)","14712","14829","20260811",""
"20260808","4호선","동작(현충원)","1273","1365","20260811",""
"20260808","4호선","총신대입구(이수)","14811","15606","20260811",""
"20260808","4호선","사당","21084","19476","20260811",""
"20260808","4호선","남태령","976","621","20260811",""
"20260808","5호선","방화","5140","4899","20260811",""
"20260808","5호선","개화산","4025","3869","20260811",""
"20260808","5호선","김포공항","14509","9218","20260811",""
"20260808","5호선","송정","5041","4937","20260811",""
"20260808","5호선","마곡","11158","11016","20260811",""
"20260808","5호선","발산","16158","17407","20260811",""
"20260808","5호선","우장산","10658","10532","20260811",""
"20260808","5호선","화곡","20215","18591","20260811",""
"20260808","5호선","까치산","20107","18891","20260811",""
"20260808","5호선","신정(은행정)","9257","8077","20260811",""
"20260808","5호선","목동","10823","11074","20260811",""
"20260808","5호선","오목교(목동운동장앞)","17819","18346","20260811",""
"20260808","5호선","양평","4257","4053","20260811",""
"20260808","5호선","영등포구청","2683","2518","20260811",""
"20260808","5호선","영등포시장","8421","7947","20260811",""
"20260808","5호선","신길","3577","3517","20260811",""
"20260808","5호선","여의도","14079","15827","20260811",""
"20260808","5호선","여의나루","13082","15032","20260811",""
"20260808","5호선","마포","8363","8553","20260811",""
"20260808","5호선","공덕","8009","8059","20260811",""
"20260808","5호선","애오개","3937","3852","20260811",""
"20260808","5호선","충정로(경기대입구)","2036","2003","20260811",""
"20260808","5호선","서대문","7382","7299","20260811",""
"20260808","5호선","광화문(세종문화회관)","19044","20008","20260811",""
"20260808","5호선","종로3가","13670","14493","20260811",""
"20260808","5호선","을지로4가","3994","4012","20260811",""
"20260808","5호선","동대문역사문화공원(DDP)","1607","1883","20260811",""
"20260808","5호선","청구","2142","2174","20260811",""
"20260808","5호선","신금호","4107","4160","20260811",""
"20260808","5호선","행당","5417","4672","20260811",""
"20260808","5호선","왕십리(성동구청)","3584","4913","20260811",""
"20260808","5호선","마장","4142","3747","20260811",""
"20260808","5호선","답십리","10354","9015","20260811",""
"20260808","5호선","장한평","12379","11919","20260811",""
"20260808","5호선","군자(능동)","9477","11177","20260811",""
"20260808","5호선","아차산(어린이대공원후문)","10966","10436","20260811",""
"20260808","5호선","광나루(장신대)","8046","7719","20260811",""
"20260808","5호선","천호(풍납토성)","19393","18177","20260811",""
"20260808","5호선","강동","13083","12230","20260811",""
"20260808","5호선","길동","7104","7229","20260811",""
"20260808","5호선","굽은다리(강동구민회관앞)","8268","7953","20260811",""
"20260808","5호선","명일","5687","5548","20260811",""
"20260808","5호선","고덕","7051","6787","20260811",""
"20260808","5호선","상일동","8981","8787","20260811",""
"20260808","5호선","둔촌동","9748","9636","20260811",""
"20260808","5호선","올림픽공원(한국체대)","6905","6569","20260811",""
"20260808","5호선","방이","6437","6202","20260811",""
"20260808","5호선","개롱","4211","4385","20260811",""
"20260808","5호선","거여","6359","6200","20260811",""
"20260808","5호선","마천","4452","4199","20260811",""
"20260808","5호선","강일","4114","3691","20260811",""
"20260808","5호선","미사","14125","13984","20260811",""
"20260808","5호선","하남풍산","3140","3145","20260811",""
"20260808","5호선","하남시청(덕풍·신장)","6559","6085","20260811",""
"20260808","5호선","하남검단산","5989","5727","20260811",""
"20260808","6호선","응암","12738","12263","20260811",""
"20260808","6호선","역촌","3204","3486","20260811",""
"20260808","6호선","불광","5014","4146","20260811",""
"20260808","6호선","독바위","1925","2033","20260811",""
"20260808","6호선","연신내","2","0","20260811",""
"20260808","6호선","구산","5953","4677","20260811",""
"20260808","6호선","새절(신사)","8402","7900","20260811",""
"20260808","6호선","증산(명지대앞)","6693","6453","20260811",""
"20260808","6호선","디지털미디어시티","7779","7872","20260811",""
"20260808","6호선","월드컵경기장(성산)","4482","4565","20260811",""
"20260808","6호선","마포구청","9821","8893","20260811",""
"20260808","6호선","망원","14336","15779","20260811",""
"20260808","6호선","합정","12791","12347","20260811",""
"20260808","6호선","상수","10308","12111","20260811",""
"20260808","6호선","광흥창(서강)","5822","5406","20260811",""
"20260808","6호선","대흥(서강대앞)","6485","6601","20260811",""
"20260808","6호선","공덕","11419","11020","20260811",""
"20260808","6호선","효창공원앞","4914","4261","20260811",""
"20260808","6호선","삼각지(전쟁기념관)","7149","6325","20260811",""
"20260808","6호선","녹사평(용산구청)","4160","4912","20260811",""
"20260808","6호선","이태원","10980","15433","20260811",""
"20260808","6호선","한강진","7852","9974","20260811",""
"20260808","6호선","버티고개","1461","1410","20260811",""
"20260808","6호선","약수","2582","2739","20260811",""
"20260808","6호선","청구","2530","2280","20260811",""
"20260808","6호선","신당","7474","6779","20260811",""
"20260808","6호선","동묘앞","9967","9941","20260811",""
"20260808","6호선","창신","2219","1752","20260811",""
"20260808","6호선","보문","5504","4974","20260811",""
"20260808","6호선","안암(고대병원앞)","6254","5940","20260811",""
"20260808","6호선","고려대(종암)","5437","4898","20260811",""
"20260808","6호선","월곡(동덕여대)","6990","6655","20260811",""
"20260808","6호선","상월곡(한국과학기술연구원)","4249","3590","20260811",""
"20260808","6호선","돌곶이","7598","6897","20260811",""
"20260808","6호선","석계","6927","6814","20260811",""
"20260808","6호선","태릉입구","4378","4612","20260811",""
"20260808","6호선","화랑대(서울여대입구)","6966","5680","20260811",""
"20260808","6호선","봉화산(서울의료원)","5149","4906","20260811",""
"20260808","6호선","신내","2","0","20260811",""
"20260808","7호선","장암","2158","1527","20260811",""
"20260808","7호선","도봉산","5936","7936","20260811",""
"20260808","7호선","수락산","10819","10678","20260811",""
"20260808","7호선","마들","9633","9090","20260811",""
"20260808","7호선","노원","17535","18500","20260811",""
"20260808","7호선","중계","9395","8426","20260811",""
"20260808","7호선","하계","11787","10975","20260811",""
"20260808","7호선","공릉(서울과학기술대)","8743","8536","20260811",""
"20260808","7호선","태릉입구","6641","6041","20260811",""
"20260808","7호선","먹골","8136","7769","20260811",""
"20260808","7호선","중화","8104","7722","20260811",""
"20260808","7호선","상봉","14847","14525","20260811",""
"20260808","7호선","면목","10231","9786","20260811",""
"20260808","7호선","사가정","11712","11358","20260811",""
"20260808","7호선","용마산(용마폭포공원)","4121","3872","20260811",""
"20260808","7호선","중곡","7028","6682","20260811",""
"20260808","7호선","군자(능동)","12163","9349","20260811",""
"20260808","7호선","어린이대공원(세종대)","9713","8908","20260811",""
"20260808","7호선","건대입구","12951","12956","20260811",""
"20260808","7호선","자양(뚝섬한강공원)","10364","10035","20260811",""
"20260808","7호선","청담","11033","11737","20260811",""
"20260808","7호선","강남구청","9756","10852","20260811",""
"20260808","7호선","학동","10847","11092","20260811",""
"20260808","7호선","논현","11309","12347","20260811",""
"20260808","7호선","반포","5409","5093","20260811",""
"20260808","7호선","고속터미널","16057","12682","20260811",""
"20260808","7호선","내방","8825","8711","20260811",""
"20260808","7호선","이수","13382","13217","20260811",""
"20260808","7호선","남성","7932","7331","20260811",""
"20260808","7호선","숭실대입구(살피재)","8630","8322","20260811",""
"20260808","7호선","상도","8176","7414","20260811",""
"20260808","7호선","장승배기","6525","6319","20260811",""
"20260808","7호선","신대방삼거리","11011","10341","20260811",""
"20260808","7호선","보라매","5152","5067","20260811",""
"20260808","7호선","신풍","8577","8030","20260811",""
"20260808","7호선","대림(구로구청)","8239","8609","20260811",""
"20260808","7호선","가산디지털단지","14101","12987","20260811",""
"20260808","7호선","철산","15455","15706","20260811",""
"20260808","7호선","광명사거리","16870","16874","20260811",""
"20260808","7호선","천왕","7109","6868","20260811",""
"20260808","7호선","온수(성공회대입구)","5385","5168","20260811",""
"20260808","7호선","까치울","1","0","20260811",""
"20260808","8호선","암사역사공원","4491","3968","20260811",""
"20260808","8호선","암사","11671","10856","20260811",""
"20260808","8호선","천호(풍납토성)","15298","17962","20260811",""
"20260808","8호선","강동구청","6345","6458","20260811",""
"20260808","8호선","몽촌토성(평화의문)","6321","6421","20260811",""
"20260808","8호선","잠실(송파구청)","20555","23715","20260811",""
"20260808","8호선","석촌","7297","8540","20260811",""
"20260808","8호선","송파","7087","6671","20260811",""
"20260808","8호선","가락시장","5541","5638","20260811",""
"20260808","8호선","문정","9332","9344","20260811",""
"20260808","8호선","장지","12912","12047","20260811",""
"20260808","8호선","복정","5746","4796","20260811",""
"20260808","8호선","산성","4113","4222","20260811",""
"20260808","8호선","남한산성입구(성남법원.검찰청)","7935","6835","20260811",""
"20260808","8호선","단대오거리","8066","7682","20260811",""
"20260808","8호선","신흥","4808","4934","20260811",""
"20260808","8호선","수진","4336","3998","20260811",""
"20260808","8호선","모란","4119","3548","20260811",""
"20260808","8호선","남위례","4867","4798","20260811",""
"20260808","9호선","개화","1476","1176","20260811",""
"20260808","9호선","김포공항","6035","11735","20260811",""
"20260808","9호선","공항시장","2170","2183","20260811",""
"20260808","9호선","신방화","4914","4568","20260811",""
"20260808","9호선","마곡나루(서울식물원)","10899","10388","20260811",""
"20260808","9호선","양천향교","5894","5646","20260811",""
"20260808","9호선","가양","15535","14686","20260811",""
"20260808","9호선","증미","3824","3563","20260811",""
"20260808","9호선","등촌","8215","7987","20260811",""
"20260808","9호선","염창","12919","11680","20260811",""
"20260808","9호선","신목동","2425","2249","20260811",""
"20260808","9호선","선유도","4234","3939","20260811",""
"20260808","9호선","당산","14223","13208","20260811",""
"20260808","9호선","국회의사당","5061","5213","20260811",""
"20260808","9호선","여의도","16696","15992","20260811",""
"20260808","9호선","샛강","3090","3202","20260811",""
"20260808","9호선","노량진","22899","21775","20260811",""
"20260808","9호선","노들","3455","2872","20260811",""
"20260808","9호선","흑석(중앙대입구)","5807","5793","20260811",""
"20260808","9호선","동작(현충원)","1312","1246","20260811",""
"20260808","9호선","구반포","2334","1974","20260811",""
"20260808","9호선","신반포","3556","3430","20260811",""
"20260808","9호선","고속터미널","16558","24902","20260811",""
"20260808","9호선","사평","3057","2830","20260811",""
"20260808","9호선","신논현","27352","28759","20260811",""
"20260808","9호선2~3단계","언주","7052","7115","20260811",""
"20260808","9호선2~3단계","선정릉","5406","5811","20260811",""
"20260808","9호선2~3단계","삼성중앙","3888","3931","20260811",""
"20260808","9호선2~3단계","봉은사","19730","21721","20260811",""
"20260808","9호선2~3단계","종합운동장","3838","3668","20260811",""
"20260808","9호선2~3단계","삼전","6094","5589","20260811",""
"20260808","9호선2~3단계","석촌고분","5490","5239","20260811",""
"20260808","9호선2~3단계","석촌","8231","7073","20260811",""
"20260808","9호선2~3단계","송파나루","5391","5714","20260811",""
"20260808","9호선2~3단계","한성백제","2602","2215","20260811",""
"20260808","9호선2~3단계","올림픽공원(한국체대)","15272","15871","20260811",""
"20260808","9호선2~3단계","둔촌오륜","2903","2852","20260811",""
"20260808","9호선2~3단계","중앙보훈병원","6928","6152","20260811",""
"20260808","경강선","판교","4177","3882","20260811",""
"20260808","경강선","이매","775","628","20260811",""
"20260808","경강선","삼동","1440","1351","20260811",""
"20260808","경강선","경기광주","5581","5383","20260811",""
"20260808","경강선","초월","2546","2295","20260811",""
"20260808","경강선","곤지암","1800","1803","20260811",""
"20260808","경강선","신둔도예촌","1207","1092","20260811",""
"20260808","경강선","이천","2928","3088","20260811",""
"20260808","경강선","부발","2184","1842","20260811",""
"20260808","경강선","세종대왕릉","367","372","20260811",""
"20260808","경강선","여주","2998","3084","20260811",""
"20260808","경강선","성남","997","923","20260811",""
"20260808","경부선","서울역","11341","3958","20260811",""
"20260808","경부선","남영","6611","6835","20260811",""
"20260808","경부선","용산","59537","63508","20260811",""
"20260808","경부선","노량진","8074","7420","20260811",""
"20260808","경부선","대방","6140","6913","20260811",""
"20260808","경부선","영등포","47056","49095","20260811",""
"20260808","경부선","신도림","2800","3552","20260811",""
"20260808","경부선","신길","5332","4694","20260811",""
"20260808","경부선","구로","13407","14029","20260811",""
"20260808","경부선","가산디지털단지","6234","7914","20260811",""
"20260808","경부선","금천구청","6419","6549","20260811",""
"20260808","경부선","석수","5448","5086","20260811",""
"20260808","경부선","관악","5067","5054","20260811",""
"20260808","경부선","안양","16912","16498","20260811",""
"20260808","경부선","명학","3979","3708","20260811",""
"20260808","경부선","금정","19751","19710","20260811",""
"20260808","경부선","군포","3587","3309","20260811",""
"20260808","경부선","의왕","5414","5219","20260811",""
"20260808","경부선","성균관대","10722","10516","20260811",""
"20260808","경부선","화서","9914","9910","20260811",""
"20260808","경부선","수원","41497","45014","20260811",""
"20260808","경부선","독산","8378","7846","20260811",""
"20260808","경부선","세류","2800","2851","20260811",""
"20260808","경부선","병점","12651","12553","20260811",""
"20260808","경부선","세마","2642","2325","20260811",""
"20260808","경부선","오산대","2875","2541","20260811",""
"20260808","경부선","오산","9575","9333","20260811",""
"20260808","경부선","진위","1098","900","20260811",""
"20260808","경부선","송탄","4659","4176","20260811",""
"20260808","경부선","서정리","8364","7090","20260811",""
"20260808","경부선","평택지제","4427","3896","20260811",""
"20260808","경부선","평택","13780","13470","20260811",""
"20260808","경부선","성환","3343","3141","20260811",""
"20260808","경부선","직산","856","790","20260811",""
"20260808","경부선","두정","6655","6716","20260811",""
"20260808","경부선","천안","6902","7173","20260811",""
"20260808","경부선","당정","3723","3437","20260811",""
"20260808","경부선","서동탄","937","945","20260811",""
"20260808","경부선","광명","2980","2413","20260811",""
"20260808","경원선","이촌(국립중앙박물관)","2694","2247","20260811",""
"20260808","경원선","서빙고","1619","1479","20260811",""
"20260808","경원선","한남","2038","2158","20260811",""
"20260808","경원선","옥수","46","38","20260811",""
"20260808","경원선","응봉","1259","1061","20260811",""
"20260808","경원선","왕십리(성동구청)","15645","16223","20260811",""
"20260808","경원선","청량리(서울시립대입구)","19077","20052","20260811",""
"20260808","경원선","외대앞","9438","8662","20260811",""
"20260808","경원선","신이문","5924","5433","20260811",""
"20260808","경원선","석계","7357","7582","20260811",""
"20260808","경원선","광운대","6026","5832","20260811",""
"20260808","경원선","월계","4286","3926","20260811",""
"20260808","경원선","녹천","3063","2686","20260811",""
"20260808","경원선","창동","3053","3077","20260811",""
"20260808","경원선","방학","7335","7158","20260811",""
"20260808","경원선","도봉","4174","3977","20260811",""
"20260808","경원선","도봉산","7311","4819","20260811",""
"20260808","경원선","망월사","5482","5643","20260811",""
"20260808","경원선","회룡","9750","9352","20260811",""
"20260808","경원선","의정부","17701","18040","20260811",""
"20260808","경원선","가능","4835","4639","20260811",""
"20260808","경원선","녹양","3219","3083","20260811",""
"20260808","경원선","양주","5624","5411","20260811",""
"20260808","경원선","덕계","4849","4481","20260811",""
"20260808","경원선","덕정","4425","4057","20260811",""
"20260808","경원선","지행","5579","5514","20260811",""
"20260808","경원선","동두천중앙","2406","2478","20260811",""
"20260808","경원선","보산","1498","1401","20260811",""
"20260808","경원선","동두천","1451","1380","20260811",""
"20260808","경원선","소요산","2995","3021","20260811",""
"20260808","경원선","청산","150","127","20260811",""
"20260808","경원선","전곡","1522","1383","20260811",""
"20260808","경원선","연천","1808","1702","20260811",""
"20260808","경의선","서울역","1093","1204","20260811",""
"20260808","경의선","신촌","374","424","20260811",""
"20260808","경의선","효창공원앞","2000","2309","20260811",""
"20260808","경의선","공덕","3668","2496","20260811",""
"20260808","경의선","서강대","1861","1758","20260811",""
"20260808","경의선","홍대입구","2886","3432","20260811",""
"20260808","경의선","가좌","4127","3963","20260811",""
"20260808","경의선","디지털미디어시티","1989","1916","20260811",""
"20260808","경의선","수색","1787","1721","20260811",""
"20260808","경의선","한국항공대","1035","1033","20260811",""
"20260808","경의선","강매","1815","1632","20260811",""
"20260808","우이신설선","성신여대입구(돈암)","3214","3624","20260811",""
"20260808","우이신설선","보문","1459","1447","20260811",""
"20260808","우이신설선","신설동","1581","1508","20260811",""
"20260808","일산선","원흥","7526","7258","20260811",""
"20260808","일산선","삼송","14119","13443","20260811",""
"20260808","일산선","원당","8050","7683","20260811",""
"20260808","일산선","화정","12897","13358","20260811",""
"20260808","일산선","대곡","7934","7745","20260811",""
"20260808","일산선","백석","7510","7711","20260811",""
"20260808","일산선","마두","5057","5107","20260811",""
"20260808","일산선","정발산","6954","6839","20260811",""
"20260808","일산선","주엽","6373","6230","20260811",""
"20260808","일산선","대화","7037","6219","20260811",""
"20260808","장항선","봉명","787","702","20260811",""
